,Unit,Turn,B4,B2
6,I think they have a lot of support from donors big and small. They are one of the charities that I like to support when able. Do you feel like people who have the ability are usually pretty likely to donate to a charity like this?,3,0,20180828-175059_983_live
7,I do feel like that they are as it is an admirable non profit.  If you could dontate today with the payment how much woud you donate?,3,1,20180828-175059_983_live
8,"I would donate the whole payment. I think sometimes we forget how much impact a microdonation can have. It seems like a small amount to us, but even that 0.30 can have an impact on someones life. What about you?",4,0,20180828-175059_983_live
9,"I think that a microdonation is appropriate and would agree with you that a .30 cent donation would be appropriate.  No matter how little it is, it eventually adds up and can still impact someones life.  So can it be concluded that we could agree to donate .30?",4,1,20180828-175059_983_live
10,"Yes, I think so. .30 can add up quickly and stretch a lot further through an organization like this than one might think",5,0,20180828-175059_983_live
11,"Agreed, despite how small it may be, I think they would greatly appreciate it.  I would feel comfortable making a microdonation to help them out no matter how small.  Are there any other non profits you normally are involved with?",5,1,20180828-175059_983_live
12,I also really like March of Dimes and St Jude - I guess I have a soft spot for charities that help children as their primary goal,6,0,20180828-175059_983_live
13,"I have not had too many encounters with them, are you familiar with Mission 22, a npo for veterans?",6,1,20180828-175059_983_live
14,I have not heard of that one. What does it do?,7,0,20180828-175059_983_live
15,Its a non profit designed for veterans and mental health.  They work to provide mental health services for veterans suffering from PTSD and other mental health problems stemming from their time in the military.,7,1,20180828-175059_983_live
16,That is really awesome! I will have to look into that one further. I don't think there is enough support in that area. Thank you for sharing that one!,8,0,20180828-175059_983_live
17,"It has been a great organization and its headed by many people as it has become a huge problem.  Despite that however, I think that for today we should commit .30 for the Save the Children for today. ",8,1,20180828-175059_983_live
18,I agree .30 is the right choice,9,0,20180828-175059_983_live
19,"With that being said, thank you for working with me, I greatly appreciate it and I am glad we were able to both make a micro donation.  ",9,1,20180828-175059_983_live
0,Hello,0,0,20180828-191127_844_live
1,Hello. How are you?,0,1,20180828-191127_844_live
2,I am good.  Have you ever had a hit like this one?,1,0,20180828-191127_844_live
3,"No, I have not. I'm not really sure what to do. Maybe ask you to donate some of your earnings? Is that right?",1,1,20180828-191127_844_live
4,I guess we have to decide if we are going to donate at least some of our rewards to a good cause,2,0,20180828-191127_844_live
5,That is what I figured. It doesn't give you very clear instructions. All I know is that we have to at least take 10 chat turns lol,2,1,20180828-191127_844_live
6,That should be fairly easy.  Did you check out the Save the Children charity?,3,0,20180828-191127_844_live
7,I have seen it. Would you like to donate? I am always willing to donate to the kids.,3,1,20180828-191127_844_live
8,I personally donate to the kids.  I have 12 grandchildren and I know that if I had any special needs for them.  I would need help.  So since I have been blessed I still donate.  ,4,0,20180828-191127_844_live
9,"Aaaawww...thats really good. I always donate to childrens hospital. My 4 yr old daughter is former 23 weeker and is also a cancer survivor. She was 2 yrs cancer free last month! So, I've been blessed as well as her. How much would you like to donate? I think we have to come to an agreement?",4,1,20180828-191127_844_live
10,"I think since we are willing to donate than, it should be an easy  second half.  How much are you willing to donate?",5,0,20180828-191127_844_live
11,"It should be lol...Well, I think maybe 50 cents?",5,1,20180828-191127_844_live
12,"I was thinking $1.  It is a two dollar reward.  I think? But if we both give .50, I guess that would be $1.",6,0,20180828-191127_844_live
13,Ok that sounds good to me. I think we have to chat 10 times each to end the hit. ,6,1,20180828-191127_844_live
14,So this is my seventh turn. We have 3 more,7,0,20180828-191127_844_live
15,yes we do. How old is your youngest grandchild? Where are you from?,7,1,20180828-191127_844_live
16,He is 3 months old and we live in Las Vegas.  How about you?,8,0,20180828-191127_844_live
17,aaawww...babies are sweet. I have an 18 yr old daughter who started college on Monday and my 4 yr old. We live in Indiana. ,8,1,20180828-191127_844_live
18,I originally came from Chicago.   What part of Indiana?,9,0,20180828-191127_844_live
19,Oh ok..We live in Indianapolis. Just bought a house on the Southeast side. My husband has family in South Chicago. ,9,1,20180828-191127_844_live
20,I guess we are done.  Nice chatting.  ,10,0,20180828-191127_844_live
21,Yes we are....Have a great night,10,1,20180828-191127_844_live
0,I know we're both turkin here and looking for a few extra pennies. Do you want to donate some of your task payment to Save the Children? It helps kids who probably don't have the chance to Turk...,0,0,20180828-162752_771_live
1,Can those kids use the internet?,0,1,20180828-162752_771_live
2,"Probably not. A lot of them don't get the opportunity, especially in war torn countries",1,0,20180828-162752_771_live
3,And do you think a small donation would get to them in time to help?,1,1,20180828-162752_771_live
4,"Not immediately. But on a whole scale, little slices can make change. We can't change the world today, but we can change it tomorrow",2,0,20180828-162752_771_live
5,That sounds hopeful. It would be nice to give them a better quality of life.,2,1,20180828-162752_771_live
6,I agree. I assume we both have the ability to get a roof over our heads and a meal. They don't have that. Would you consider donating some part of your task reward to Save the Children?,3,0,20180828-162752_771_live
7,How much do you think would be needed to help them?,3,1,20180828-162752_771_live
8,Everything helps. The task reward is 2 dollars. How about throwing half of that to the kids?,4,0,20180828-162752_771_live
9,"I don't think I can afford to do that, I really need the money as well.",4,1,20180828-162752_771_live
10,I understand that. Believe me I do. How about 50 cents?,5,0,20180828-162752_771_live
